,category,type,primary_size,reducing_size,length,material_name,material_specification,material_grade,pressure_class,primary_schedule,reducing_schedule,manufacturing_process,end_finish,end_connections,trim,miscellaneous,confidence,original_text
579,pipe,electric_fusion_welded,8.0,,,stainless_steel,A312,TP304/TP304L,,40S,,electric_fusion_welded,beveled,,,EJ = 0.80,0.9,"8 PIPE , ASME B36.19 , BEVELED END , ASTM A312 GRADE TP304/TP304L , ELECTRIC FUSION WELDED , (EJ = 0.80) S-40S"
580,pipe,electric_fusion_welded,8.0,,,stainless_steel,A312,TP316/TP316L,,10S,,electric_fusion_welded,beveled,plain_end,,EJ = 0.80,0.9,"8 PIPE , ASME B36.19 , BEVELED END , ASTM A312 GRADE TP316/TP316L , ELECTRIC FUSION WELDED , (EJ = 0.80) S-10S"
581,pipe,pipe_seamless,8.0,,,stainless_steel,A312,TP316/TP316L,,10S,,seamless,beveled,,,ASME B36.19,0.9,"8 PIPE , ASME B36.19 , BEVELED END , ASTM A312 GRADE TP316/TP316L , SEAMLESS S-10S"
582,flange,slip_on,8.0,,,carbon_steel,A350,LF2,150,,,,raised_face,flanged,,class 1,0.9,"8 SLIP-ON FLANGE, HUB TYPE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1"
583,fitting,tee,8.0,,,stainless_steel,A403,WP304/WP304L,,40S,,,beveled,BW,,ASME B16.9,0.9,"8 TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE W S-40S"
584,flange,weld_neck,8.0,,,stainless_steel,A182,F316/F316L,150,10S,,,raised_face,flanged,,ASME B16.5,1.0,"8 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A182 GRADE F 316/F 316L S-10S"
585,flange,weld_neck,8.0,,,carbon_steel,A350,LF2,150,STD,,,raised_face,flanged,,"ASME B16.5, Class 1",0.9,"8 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-STD"
586,flange,weld_neck,8.0,,,carbon_steel,A105,N,300,STD,,,raised_face,flanged,,ASME B16.5,0.9,"8 WELD NECK FLANGE , ASME B16.5 , CLASS 300 , RAISED-FACE FLANGED END , ASTM A105N ,- S-STD"
587,flange,weld_neck,8.0,,,stainless_steel,A182,F304/F304L,300,40S,,,raised_face,flanged,,ASME B16.5,1.0,"8 WELD NECK FLANGE , ASME B16.5 , CLASS 300 , RAISED-FACE FLANGED END , ASTM A182 GRADE F 304/F 304L S-40S"
588,flange,weld_neck,8.0,,,carbon_steel,A105N,,600,80,,,raised_face,flanged,,ASME B16.5,0.9,"8 WELD NECK FLANGE , ASME B16.5 , CLASS 600 , RAISED-FACE FLANGED END , ASTM A105N ,- S-80"
589,flange,weld_neck,8.0,,,carbon_steel,A105,N,600,STD,,,raised_face,flanged,,ASME B16.5,0.9,"8 WELD NECK FLANGE , ASME B16.5 , CLASS 600 , RAISED-FACE FLANGED END , ASTM A105N ,- S-STD"
590,flange,weld_neck,8.0,,,carbon_steel,A350,LF2,600,STD,,,raised_face,flanged,,class 1,0.9,"8 WELD NECK FLANGE , ASME B16.5 , CLASS 600 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-STD"
591,fitting,long_radius_90_elbow,8.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME B16.9,0.9,"8"" ELBOW 90D, LR, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
592,fitting,90_degree_short_radius_elbow,8.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME 16.28,0.9,"8"" ELBOW 90D, SR, BW, ASME 16.28, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
593,flange,slip_on,8.0,,,carbon_steel,A105,,150,,,forged,raised_face,,,ASME 16.5,0.9,"8"" FLANGE, RFSO, 150#, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
594,flange,slip_on,8.0,,,carbon_steel,A105,,300,,,forged,raised_face,,,ASME 16.5,0.9,"8"" FLANGE, RFSO, 300#, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
595,flange,weld_neck,8.0,,,carbon_steel,A105,,150,standard,,forged,raised_face,,,ASME 16.5,0.9,"8"" FLANGE, RFWN, 150#, SCH.STD, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
596,pipe,erw_pipe,8.0,,,carbon_steel,A53,B,,standard,,ERW,black,,,,0.9,"8"" PIPE, ASTM A53, GRADE B, CS BLK, ERW, SCH STD"
597,pipe,erw_pipe,8.0,,,carbon_steel,A53,B,,standard,,erw,black,,,,0.9,"8"" PIPE, ASTM A53, GRADE B, CS BLK, ERW, SCH.STD"
598,fitting,concentric_reducer,8.0,4.0,,carbon_steel,A234,WPB,,standard,standard,wrought,,butt_weld,,ASME B16.9,0.9,"8""X4"" REDUCER, CONC, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
599,fitting,eccentric_reducer,8.0,4.0,,carbon_steel,A234,WPB,,standard,,wrought,butt_weld,BW,,ASME 16.9,0.9,"8""X4"" REDUCER, ECC, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
600,fitting,reducing_tee,8.0,6.0,,carbon_steel,A234,WPB,,standard,,wrought,butt_weld,BW,,ASME 16.9,0.9,"8""X6"" TEE, RED, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
601,fitting,sockolet,8.0,1.0,,stainless_steel,A182,F316/F316L,3000,,,,,socket_weld,,MSS SP-97,0.9,"8X1 SOCKOLET , REDUCING , MSS SP-97 , CLASS 3000 , SOCKET WELDED END , ASTM A182 GRADE F 316/F 316L"
602,fitting,sockolet,8.0,1.0,,carbon_steel,A350,LF2,3000,,,,,socket_weld,,class 1,0.9,"8X1 SOCKOLET , REDUCING , MSS SP-97 , CLASS 3000 , SOCKET WELDED END , ASTM A350 GRADE LF2 CLASS 1"
603,fitting,concentric_reducer,8.0,4.0,,carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"8X4 CONCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
604,fitting,eccentric_reducer,8.0,4.0,,stainless_steel,A403,WP304/WP304L,,10S,10S,,beveled,BW,,ASME B16.9,0.9,"8X4 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE W S-10S"
605,fitting,eccentric_reducer,8.0,4.0,,carbon_steel,A420,WPL6,,80,80,,beveled,butt_weld,,ASME B16.9,0.9,"8X4 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-80"
606,fitting,concentric_reducer,8.0,6.0,,stainless_steel,A403,WP304/WP304L,,10S,10S,,beveled,BW,,ASME B16.9,0.9,"8X6 CONCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE W S-10S"
607,fitting,eccentric_reducer,8.0,6.0,,stainless_steel,A403,WP316/WP316L,,10S,10S,,beveled,BW,,ASME B16.9,0.9,"8X6 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP316/WP316L , TYPE W S-10S"
608,fitting,eccentric_reducer,8.0,6.0,,carbon_steel,A420,WPL6,,80,80,,beveled,BW,,ASME B16.9,0.9,"8X6 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-80"
609,fitting,hex_bushing,0.75,0.25,,carbon_steel,A105,,6000,,,forged,,threaded,,,0.9,"BUSHING, PIPE, HEX, 3/4"" X 1/4"", THREADED, 6000 LB, FORGED CARBON STEEL, A105"
610,fitting,reducing_bushing,1.0,0.5,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"BUSHING, PIPE, REDUCING, 1"" X 1/2"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
611,fitting,reducing_bushing,1.0,0.125,,,,,3000,,,,,threaded,,,0.8,"BUSHING, PIPE, REDUCING, 1"" X 1/8"", THREADED, 3000 LB"
612,fitting,reducing_bushing,1.0,0.75,,stainless_steel,,316,3000,,,,,threaded,,,0.9,"BUSHING, PIPE, REDUCING, 1"" X 3/4"", THREADED, 3000 LB, 316 SS"
613,fitting,reducing_bushing,1.0,0.75,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"BUSHING, PIPE, REDUCING, 1"" X 3/4"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
614,fitting,reducing_bushing,1.0,0.375,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"BUSHING, PIPE, REDUCING, 1"" X 3/8"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
615,fitting,reducing_bushing,0.5,0.375,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"BUSHING, PIPE, REDUCING, 1/2"" X 3/8"", THREADED, 3000 LB, STEEL, ASTM A105"
616,fitting,reducing_bushing,1.5,1.0,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"BUSHING, PIPE, REDUCING, 1-1/2"" X 1"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
617,fitting,reducing_bushing,1.25,1.0,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"BUSHING, PIPE, REDUCING, 1-1/4"" X 1"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
618,fitting,reducing_bushing,1.25,0.25,,carbon_steel,,,3000,,,,,threaded,,,0.9,"BUSHING, PIPE, REDUCING, 1-1/4"" X 1/4"", THREADED, 3000 LB, CARBON STEEL"
619,fitting,reducing_bushing,1.25,0.75,,carbon_steel,,,3000,,,,,threaded,,,0.9,"BUSHING, PIPE, REDUCING, 1-1/4"" X 3/4"", THREADED, 3000 LB, CARBON STEEL"
620,fitting,reducing_bushing,1.25,0.375,,carbon_steel,,,3000,,,,,threaded,,,0.9,"BUSHING, PIPE, REDUCING, 1-1/4"" X 3/8"", THREADED, 3000 LB, CARBON STEEL"
621,fitting,reducing_bushing,2.0,1.0,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"BUSHING, PIPE, REDUCING, 2"" X 1"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
622,fitting,reducing_bushing,0.75,0.5,,carbon_steel,A105,,6000,,,,,socket_weld,,,0.9,"BUSHING, PIPE, REDUCING, 3/4"" X 1/2"", SOW, 6000 LB, CS, ASTM A105"
623,fitting,reducing_bushing,0.75,0.5,,stainless_steel,,316,3000,,,,,threaded,,,0.9,"BUSHING, PIPE, REDUCING, 3/4"" X 1/2"", THREADED, 3000 LB, 316 SS"
624,fitting,reducing_bushing,0.75,0.375,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"BUSHING, PIPE, REDUCING, 3/4"" X 3/8"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
625,fitting,hex_bushing,1.0,0.5,,carbon_steel,A105,B,,,,,,,,hex,0.9,"BUSHING,1 INX1/2 IN HEX,A-105B"
626,fitting,hex_bushing,1.0,0.75,,carbon_steel,A105,B,,,,,,,,hex,0.9,"BUSHING,1 INX3/4 IN HEX,A-105B"
627,fitting,hex_bushing,0.5,0.25,,carbon_steel,A105,B,,,,,,,,,0.9,"BUSHING,1/2 X 1/4,HEX,A105B"
628,fitting,hex_bushing,0.5,0.375,,carbon_steel,A105,B,,,,,,,,,0.9,"BUSHING,1/2 X 3/8,HEX,A105B"
629,fitting,bushing,0.25,0.125,,carbon_steel,A105,B,,,,,,,,hex,0.9,"BUSHING,1/4X1/8 HEX,A105B"
630,fitting,hex_bushing,1.5,1.0,,carbon_steel,A105,B,,,,,,,,hex,0.9,"BUSHING,1-1/2 INX1IN HEX,A105B"
631,fitting,hex_bushing,1.25,0.75,,carbon_steel,A105,B,,,,,,,,hex,0.9,"BUSHING,1-1/4 X 3/4,HEX,A105B"
632,fitting,bushing,2.0,1.0,,carbon_steel,A105,B,,,,,,,,hex,0.9,"BUSHING,2 IN X1 IN HEX, A-105B"
633,fitting,hex_bushing,2.0,0.5,,carbon_steel,A105,B,,,,,,,,hex,0.9,"BUSHING,2 X 1/2,HEX,A105B"
634,fitting,hex_bushing,2.0,1.5,,carbon_steel,A105,B,,,,,,,,hex,0.9,"BUSHING,2 X 1-1/2,HEX,A105B"
635,fitting,hex_bushing,2.0,0.75,,carbon_steel,A105,B,,,,,,,,,0.8,"BUSHING,2 X 3/4,HEX,A105B"
636,fitting,hex_bushing,0.75,0.5,,carbon_steel,A105,B,,,,,,,,hex,0.9,"BUSHING,3/4 X 1/2 HEX,A105B"
637,fitting,hex_bushing,0.375,0.25,,carbon_steel,A105,B,,,,,,,,hex,0.9,"BUSHING,3/8 X 1/4,HEX,A105B"
638,fitting,hex_bushing,0.375,0.125,,carbon_steel,A105,B,,,,,,,,hex,0.9,"BUSHING,3/8 X 1/8,HEX,A105B"
639,fitting,hex_bushing,1.0,0.25,,carbon_steel,A105,B,,,,,,,,,0.9,"BUSHING,HEX,1 X 1/4,A105B"
640,fitting,hex_bushing,0.5,0.25,,stainless_steel,,304,,,,,,,,hex,0.8,"BUSHING,HEX,1/2 X 1/4,304SS"
641,fitting,hex_bushing,1.5,0.75,,carbon_steel,A105,B,,,,,,,,,0.9,"BUSHING,HEX,1-1/2 X 3/4,A105B"
642,fitting,hex_bushing,0.75,0.5,,stainless_steel,,304,,,,,,,,,0.8,"BUSHING,HEX,3/4 X 1/2,304SS"
643,fitting,hex_bushing,0.375,0.25,,stainless_steel,,304,,,,,,threaded,,,0.8,"BUSHING,HEX,3/8 X 1/4,304SS"
644,fitting,cap,1.0,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"CAP, PIPE, 1"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
645,fitting,cap,0.5,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"CAP, PIPE, 1/2"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
646,fitting,cap,1.5,,,carbon_steel,A105,,3000,,,,,socket_weld,,,0.9,"CAP, PIPE, 1-1/2"", SOCKET WELD, 3000 LB, CARBON STEEL, ASTM A105"
647,fitting,cap,1.5,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"CAP, PIPE, 1-1/2"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
648,fitting,cap,1.25,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"CAP, PIPE, 1-1/4"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
649,fitting,cap,2.0,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"CAP, PIPE, 2"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
650,fitting,cap,3.0,,,carbon_steel,A234,,,40,,,,butt_weld,,,0.9,"CAP, PIPE, 3"", BUTT WELD, SCH 40, CARBON STEEL, ASTM A234"
651,fitting,cap,8.0,,,carbon_steel,SA234,,,standard,,seamless,,butt_weld,,,0.9,"CAP, PIPE, SEAMLESS, 8"", BUTT WELD, SCH STD, CARBON STEEL, SA234"
652,fitting,cap,1.0,,,carbon_steel,A105,B,3000,,,,,,,,0.9,"CAP,1 IN 3000#,A-105B"
653,fitting,cap,3.0,,,carbon_steel,A234,WPB,,40,,weld,,butt_weld,,,0.9,"CAP,3,WELD,S40,A234WPB"
654,valve,check_valve,4.0,,,carbon_steel,,,150,,,,,flanged,swing,,0.9,"CHECK VALVE, 4 CS 150# FLG SWG CHK VLV"
655,fitting,coupling,1.0,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"COUPLING, PIPE, 1"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
656,fitting,coupling,1.5,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"COUPLING, PIPE, 1-1/2"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
657,fitting,coupling,1.25,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"COUPLING, PIPE, 1-1/4"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
658,fitting,coupling,2.0,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"COUPLING, PIPE, 2"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
659,fitting,coupling,3.0,,,carbon_steel,A105,,3000,,,forged,,threaded,,,0.9,"COUPLING, PIPE, 3"", THREADED, 3000 LB, FORGED CARBON STEEL, A105"
660,fitting,coupling,0.75,,,stainless_steel,,316,3000,,,,,threaded,,,0.9,"COUPLING, PIPE, 3/4"", THREADED, 3000 LB, 316 SS"
661,fitting,coupling,0.375,,,carbon_steel,A105,,6000,,,,,threaded,,,0.9,"COUPLING, PIPE, 3/8"", THREADED, 6000 LB, CARBON STEEL, ASTM A105"
662,fitting,half_coupling,0.5,,,carbon_steel,A105,B,3000,,,,,,,,0.9,"COUPLING,PIPE, HALF:1/2IN,3000PSI,A105B"
663,fitting,half_coupling,0.25,,,carbon_steel,A105,B,3000,,,,,,,,0.9,"COUPLING,PIPE, HALF:1/4IN,3000PSI,A105B"
664,fitting,half_coupling,1.5,,,,,,3000,,,,,,,,0.8,"COUPLING,PIPE, HALF:1-1/2IN,3000PSI"
665,fitting,half_coupling,1.0,,,carbon_steel,A105,B,3000,,,,,,,,0.9,"COUPLING,PIPE, HALF:1IN,3000PSI,A105B"
666,fitting,half_coupling,2.0,,,,,,3000,,,,,threaded,,,0.8,"COUPLING,PIPE, HALF:2IN,3000PSI,THD"
667,fitting,half_coupling,0.375,,,carbon_steel,A105,B,3000,,,,,,,,0.9,"COUPLING,PIPE, HALF:3/8IN,3000PSI,A105B"
668,fitting,coupling,0.125,,,carbon_steel,A105,B,3000,,,,,,,,0.9,"COUPLING,PIPE:1/8IN,3000PSI,A105B"
669,fitting,coupling,1.0,,,carbon_steel,A105,B,3000,,,,,socket_weld,,,0.9,"CPLG,1,3000,A105B,SW"
670,fitting,coupling,0.75,,,stainless_steel,,304,3000,,,,,threaded,,,0.9,"CPLG,3/4 IN 3000#, 304SS,THD"
671,fitting,coupling,0.75,,,carbon_steel,A105,B,3000,,,,,socket_weld,,,0.9,"CPLG,3/4 IN 3000#, A-105B,SW"
672,fitting,45_degree_elbow,1.0,,,carbon_steel,A105,,3000,,,forged,,socket_weld,,,0.9,"ELBOW, PIPE, 1"", SOCKET WELD, 45 DEG, 3000 LB, FORGED CARBON STEEL, A105"
673,fitting,street_elbow_90_degree,1.0,,,carbon_steel,A105,,3000,,,,,,,street,0.9,"ELBOW, PIPE, 1"", STREET, 90 DEG, 3000 LB, CARBON STEEL, ASTM A105"
674,fitting,90_degree_elbow,1.0,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"ELBOW, PIPE, 1"", THREADED, 90 DEG, 3000 LB, CARBON STEEL, ASTM A105"
675,fitting,90_degree_elbow,1.0,,,malleable_iron,,,,40,,,galvanized,threaded,,,0.9,"ELBOW, PIPE, 1"", THREADED, 90 DEG, SCH 40/STD, GALVANIZED MALLEABLE IRON"
676,fitting,street_elbow_90deg,0.5,,,carbon_steel,A105,,3000,,,,,,,street,0.9,"ELBOW, PIPE, 1/2"", STREET, 90 DEG, 3000 LB, CARBON STEEL, ASTM A105"
677,fitting,threaded_elbow_45_degree,0.5,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"ELBOW, PIPE, 1/2"", THREADED, 45 DEG, 3000 LB, CARBON STEEL, ASTM A105"
678,fitting,90_degree_elbow,0.5,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"ELBOW, PIPE, 1/2"", THREADED, 90 DEG, 3000 LB, CARBON STEEL, ASTM A105"
679,fitting,90_degree_elbow,0.5,,,carbon_steel,,,6000,,,,,threaded,,,0.9,"ELBOW, PIPE, 1/2"", THREADED, 90 DEG, 6000 LB, CARBON STEEL"
680,fitting,street_elbow_90,0.25,,,carbon_steel,A105,,3000,,,,,,,street,0.9,"ELBOW, PIPE, 1/4"", STREET, 90 DEG, 3000 LB, CARBON STEEL, ASTM A105"
681,fitting,90_degree_elbow,0.25,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"ELBOW, PIPE, 1/4"", THREADED, 90 DEG, 3000 LB, CARBON STEEL, ASTM A105"
682,fitting,street_elbow_90deg,0.125,,,carbon_steel,A105,,3000,,,,,,,street,0.9,"ELBOW, PIPE, 1/8"", STREET, 90 DEG, 3000 LB, CARBON STEEL, ASTM A105"
683,fitting,long_radius_90_elbow,14.0,,,carbon_steel,SA234,,,standard,,,,butt_weld,,,0.9,"ELBOW, PIPE, 14"", BUTT WELD, 90 DEG, LONG RADIUS, SCH STD, CARBON STEEL, SA234"
684,fitting,long_radius_45_elbow,2.0,,,carbon_steel,,,,schedule_80,,,butt_weld,BW,,XS,0.9,"ELBOW, PIPE, 2"", BUTT WELD, 45 DEG, LONG RADIUS, SCH 80/XS, CARBON STEEL"
685,fitting,long_radius_90_elbow,2.0,,,carbon_steel,,,,80,,,butt_weld,butt_weld,,,0.9,"ELBOW, PIPE, 2"", BUTT WELD, 90 DEG, LONG RADIUS, SCH 80/XS, CARBON STEEL"
686,fitting,90_degree_long_radius_elbow,2.0,,,carbon_steel,A234,,,extra_heavy,,,butt_weld,BW,,,0.9,"ELBOW, PIPE, 2"", BUTT WELD, 90 DEG, LONG RADIUS, SCH XH, CARBON STEEL, ASTM A234"
687,fitting,45_degree_elbow,2.0,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"ELBOW, PIPE, 2"", THREADED, 45 DEG, 3000 LB, CARBON STEEL, ASTM A105"
688,fitting,elbow_90deg,2.0,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"ELBOW, PIPE, 2"", THREADED, 90 DEG, 3000 LB, CARBON STEEL, ASTM A105"
689,fitting,90_degree_elbow,2.0,,,malleable_iron,,,,,,,galvanized,threaded,,,0.9,"ELBOW, PIPE, 2"", THREADED, 90 DEG, GALVANIZED MALLEABLE IRON"
690,fitting,long_radius_45_elbow,3.0,,,carbon_steel,,,,40,,,butt_weld,butt_weld,,,0.9,"ELBOW, PIPE, 3"", BUTT WELD, 45 DEG, LONG RADIUS, SCH 40/STD, CARBON STEEL"
691,fitting,elbow_45_degree,0.75,,,carbon_steel,,,6000,,,,,socket_weld,,,0.9,"ELBOW, PIPE, 3/4"", SOCKET WELD, 45 DEG, 6000 LB, CS"
692,fitting,90_degree_elbow,0.75,,,carbon_steel,A105,,3000,,,,,socket_weld,,,0.9,"ELBOW, PIPE, 3/4"", SOCKET WELD, 90 DEG, 3000 LB, CARBON STEEL, ASTM A105"
693,fitting,90_degree_elbow,0.75,,,carbon_steel,,,6000,,,,,socket_weld,,,0.9,"ELBOW, PIPE, 3/4"", SOCKET WELD, 90 DEG, 6000 LB, CS"
694,fitting,street_elbow_90,0.75,,,carbon_steel,A105,,3000,,,,,,,street,0.9,"ELBOW, PIPE, 3/4"", STREET, 90 DEG, 3000 LB, CARBON STEEL, ASTM A105"
695,fitting,threaded_45_degree_elbow,0.75,,,carbon_steel,ASTM A105,,3000,,,,,threaded,,,0.9,"ELBOW, PIPE, 3/4"", THREADED, 45 DEG, 3000 LB, CARBON STEEL, ASTM A105"
696,fitting,90_degree_elbow,0.75,,,malleable_iron,ASTM A197,,,,,,galvanized,threaded,,,0.9,"ELBOW, PIPE, 3/4"", THREADED, 90 DEG, GALVANIZED MALLEABLE IRON, ASTM A197"
697,fitting,long_radius_45_elbow,4.0,,,carbon_steel,,,,80,,,butt_weld,BW,,XS,0.9,"ELBOW, PIPE, 4"", BUTT WELD, 45 DEG, LONG RADIUS, SCH 80/XS, CARBON STEEL"
698,fitting,long_radius_90_elbow,4.0,,,carbon_steel,,,,schedule_80,,,butt_weld,butt_weld,,,0.9,"ELBOW, PIPE, 4"", BUTT WELD, 90 DEG, LONG RADIUS, SCH 80/XS, CARBON STEEL"
699,fitting,long_radius_90_elbow,6.0,,,carbon_steel,,,,40,,,,butt_weld,,,0.9,"ELBOW, PIPE, 6"", BUTT WELD, 90 DEG, LONG RADIUS, SCH 40/STD, CARBON STEEL"
700,fitting,90_degree_long_radius_elbow,6.0,,,carbon_steel,,,,schedule_80,,,,butt_weld,,,0.9,"ELBOW, PIPE, 6"", BUTT WELD, 90 DEG, LONG RADIUS, SCH 80/XS, CARBON STEEL"
701,fitting,long_radius_90_elbow,6.0,,,carbon_steel,SA234,,,standard,,,,butt_weld,,,0.9,"ELBOW, PIPE, 6"", BUTT WELD, 90 DEG, LONG RADIUS, SCH STD, CARBON STEEL, SA234"
702,fitting,reducing_elbow_90deg,6.0,3.0,,,,,,,,,butt_weld,BW,,,0.8,"ELBOW, PIPE, 6""X3"", BUTT WELD, REDUCING, 90 DEG, ELL"
703,fitting,90_degree_long_radius_elbow,8.0,,,carbon_steel,SA234,,,standard,,,,butt_weld,,,0.9,"ELBOW, PIPE, 8"", BUTT WELD, 90 DEG, LONG RADIUS, SCH STD, CARBON STEEL, SA234"
704,fitting,long_radius_45_elbow,6.0,,,carbon_steel,,,,extra_heavy,,seamless,,butt_weld,,,0.9,"ELBOW, PIPE, SEAMLESS, 6"", BUTT WELD, 45 DEG, LONG RADIUS, SCH XH, CARBON STEEL"
705,fitting,street_elbow,0.75,,,carbon_steel,A105,,3000,,,forged,,threaded,,,0.9,"ELBOW, PIPE, STREET, 3/4"", THREADED, 90 DEG, 3000 LB, FORGED CARBON STEEL, A105"
706,fitting,90_degree_elbow,0.5,,,carbon_steel,A105,B,3000,,,,,threaded,,,0.9,"ELBOW,PIPE:1/2IN,90DEG,3000LB,THD,A105B"
707,fitting,elbow_90deg,1.0,,,carbon_steel,A105,B,3000,,,,,socket_weld,,,0.9,"ELBOW,PIPE:1IN,90DEG,3000LB,SW,A105B"
708,fitting,90_degree_elbow,1.0,,,carbon_steel,A105,B,3000,,,,,threaded,,,0.9,"ELBOW,PIPE:1IN,90DEG,3000LB,THD,A105B"
709,fitting,90_degree_elbow,1.0,,,,,,300,,,,galvanized,threaded,,,0.8,"ELBOW,PIPE:1IN,CLASS 300,GALV,THD,90DEG"
710,fitting,elbow_45deg,2.0,,,carbon_steel,A234,WPB,,80,,,,,,,0.9,"ELBOW,PIPE:2IN,45DEG,SCH80,A234WPB"
711,fitting,elbow_90_long_radius,2.0,,,carbon_steel,A234,WPB,,80,,,,,,,0.9,"ELBOW,PIPE:2IN,90DEG,LR,SCH80,A234WPB"
712,fitting,90_degree_elbow,2.0,,,,,,300,,,,galvanized,threaded,,,0.8,"ELBOW,PIPE:2IN,CLASS 300,GALV,THD,90DEG"
713,fitting,elbow_90_degree,0.75,,,carbon_steel,A105,B,3000,,,,,threaded,,,0.9,"ELBOW,PIPE:3/4IN,90DEG,3000LB,THD,A105B"
714,fitting,90_degree_long_radius_elbow,6.0,,,carbon_steel,A234,WPB,,40,,,,,,,0.9,"ELBOW,PIPE:6IN,90DEG,LR,SCH40,A234WPB"
715,fitting,elbow_90,0.25,,,carbon_steel,A105,B,3000,,,,,threaded,,,0.9,"ELL,1/4,3000,90,A105B,THD"
716,fitting,elbow_90,0.125,,,carbon_steel,A105,B,3000,,,,,,,,0.9,"ELL,1/8 IN 3000#,90,A-105B"
717,fitting,90_degree_elbow,1.5,,,carbon_steel,A105,B,3000,,,,,socket_weld,,,0.9,"ELL,1-1/2 IN 3000#,90,A105B,SW"
718,fitting,elbow_45,2.0,,,carbon_steel,A105,B,3000,,,,,threaded,,,0.9,"ELL,2,3000,45,A105B,THD"
719,fitting,elbow_45,3.0,,,carbon_steel,A234,WPB,,40,,,,,,,0.9,"ELL,3 IN S/40,45, A234-WPB"
